"2014-01-01 00:00:00";26665.49
"2014-01-01 00:15:00";26352.76
"2014-01-01 00:30:00";26972.0
"2014-01-01 00:45:00";25148.45
"2014-01-01 01:00:00";25249.13
"2014-01-01 01:15:00";24787.54
"2014-01-01 01:30:00";25756.1
"2014-01-01 01:45:00";25264.94
"2014-01-01 02:00:00";25397.17
"2014-01-01 02:15:00";25400.9
"2014-01-01 02:30:00";26553.53
"2014-01-01 02:45:00";27452.13
"2014-01-01 03:00:00";27464.63
"2014-01-01 03:15:00";28120.57
"2014-01-01 03:30:00";26956.01
"2014-01-01 03:45:00";28129.15
"2014-01-01 04:00:00";26349.4
"2014-01-01 04:15:00";26504.04
"2014-01-01 04:30:00";26841.46
"2014-01-01 04:45:00";25685.02
"2014-01-01 05:00:00";25504.06
"2014-01-01 05:15:00";24117.99
"2014-01-01 05:30:00";24692.07
"2014-01-01 05:45:00";26175.23
"2014-01-01 06:00:00";25057.59
"2014-01-01 06:15:00";25276.5
"2014-01-01 06:30:00";26124.32
"2014-01-01 06:45:00";24067.72
"2014-01-01 07:00:00";24611.54
"2014-01-01 07:15:00";26079.54
"2014-01-01 07:30:00";28070.09
"2014-01-01 07:45:00";27393.37
"2014-01-01 08:00:00";27779.7
"2014-01-01 08:15:00";29453.27
"2014-01-01 08:30:00";28908.56
"2014-01-01 08:45:00";28910.36
"2014-01-01 09:00:00";28743.89
"2014-01-01 09:15:00";29865.89
"2014-01-01 09:30:00";26987.36
"2014-01-01 09:45:00";27077.77
"2014-01-01 10:00:00";27221.61
"2014-01-01 10:15:00";27701.84
"2014-01-01 10:30:00";27219.46
"2014-01-01 10:45:00";27393.35
"2014-01-01 11:00:00";27389.14
"2014-01-01 11:15:00";27379.29
"2014-01-01 11:30:00";27225.37
"2014-01-01 11:45:00";27064.32
"2014-01-01 12:00:00";28024.36
"2014-01-01 12:15:00";28580.19
"2014-01-01 12:30:00";29018.89
"2014-01-01 12:45:00";27684.13
"2014-01-01 13:00:00";29143.49
"2014-01-01 13:15:00";28751.81
"2014-01-01 13:30:00";29485.94
"2014-01-01 13:45:00";28754.31
"2014-01-01 14:00:00";28922.98
"2014-01-01 14:15:00";29456.21
"2014-01-01 14:30:00";29957.45
"2014-01-01 14:45:00";30210.14
"2014-01-01 15:00:00";30603.24
"2014-01-01 15:15:00";29691.77
"2014-01-01 15:30:00";29382.31
"2014-01-01 15:45:00";28972.87
"2014-01-01 16:00:00";28798.03
"2014-01-01 16:15:00";30182.88
"2014-01-01 16:30:00";30040.35
"2014-01-01 16:45:00";29740.31
"2014-01-01 17:00:00";29664.45
"2014-01-01 17:15:00";30107.8
"2014-01-01 17:30:00";31388.12
"2014-01-01 17:45:00";30626.7
"2014-01-01 18:00:00";30656.22
"2014-01-01 18:15:00";30550.21
"2014-01-01 18:30:00";30986.82
"2014-01-01 18:45:00";30571.71
"2014-01-01 19:00:00";30838.6
"2014-01-01 19:15:00";29852.86
"2014-01-01 19:30:00";29721.14
"2014-01-01 19:45:00";30428.23
"2014-01-01 20:00:00";31029.12
"2014-01-01 20:15:00";30359.18
"2014-01-01 20:30:00";29935.05
"2014-01-01 20:45:00";29931.21
"2014-01-01 21:00:00";30106.32
"2014-01-01 21:15:00";30348.28
"2014-01-01 21:30:00";29456.75
"2014-01-01 21:45:00";29513.75
"2014-01-01 22:00:00";29219.74
"2014-01-01 22:15:00";29458.02
"2014-01-01 22:30:00";29409.79
"2014-01-01 22:45:00";29241.06
"2014-01-01 23:00:00";28575.82
"2014-01-01 23:15:00";29102.03
"2014-01-01 23:30:00";28688.08
"2014-01-01 23:45:00";28443.4
"2014-01-02 00:00:00";28724.81
"2014-01-02 00:15:00";29740.01
"2014-01-02 00:30:00";29309.02
"2014-01-02 00:45:00";27084.94
"2014-01-02 01:00:00";26427.73
"2014-01-02 01:15:00";27698.04
"2014-01-02 01:30:00";27242.77
"2014-01-02 01:45:00";27359.56
"2014-01-02 02:00:00";26272.15
"2014-01-02 02:15:00";27650.83
"2014-01-02 02:30:00";26873.03
"2014-01-02 02:45:00";27479.38
"2014-01-02 03:00:00";27536.57
"2014-01-02 03:15:00";28367.15
"2014-01-02 03:30:00";26856.29
"2014-01-02 03:45:00";28265.28
"2014-01-02 04:00:00";27141.0
"2014-01-02 04:15:00";27598.94
"2014-01-02 04:30:00";27487.5
"2014-01-02 04:45:00";28192.44
"2014-01-02 05:00:00";27928.67
"2014-01-02 05:15:00";33510.72
"2014-01-02 05:30:00";37017.61
"2014-01-02 05:45:00";37907.67
"2014-01-02 06:00:00";37952.63
"2014-01-02 06:15:00";39024.36
"2014-01-02 06:30:00";40820.39
"2014-01-02 06:45:00";37968.82
"2014-01-02 07:00:00";38350.02
"2014-01-02 07:15:00";44222.12
"2014-01-02 07:30:00";47513.73
"2014-01-02 07:45:00";44767.83
"2014-01-02 08:00:00";45513.32
"2014-01-02 08:15:00";48556.02
"2014-01-02 08:30:00";49984.29
"2014-01-02 08:45:00";51574.85
"2014-01-02 09:00:00";51511.9
"2014-01-02 09:15:00";53635.65
"2014-01-02 09:30:00";50041.92
"2014-01-02 09:45:00";51985.02
"2014-01-02 10:00:00";51129.05
"2014-01-02 10:15:00";52203.66
"2014-01-02 10:30:00";52576.93
"2014-01-02 10:45:00";54173.44
"2014-01-02 11:00:00";53275.41
"2014-01-02 11:15:00";53390.28
"2014-01-02 11:30:00";55379.61
"2014-01-02 11:45:00";54402.56
"2014-01-02 12:00:00";55045.31
"2014-01-02 12:15:00";54638.1
"2014-01-02 12:30:00";55483.49
"2014-01-02 12:45:00";59705.73
"2014-01-02 13:00:00";56767.85
"2014-01-02 13:15:00";55567.22
"2014-01-02 13:30:00";56064.61
"2014-01-02 13:45:00";56583.46
"2014-01-02 14:00:00";54940.73
"2014-01-02 14:15:00";56234.32
"2014-01-02 14:30:00";56342.65
"2014-01-02 14:45:00";58844.64
"2014-01-02 15:00:00";57754.86
